#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACTA1	ZYX	9606.ENSP00000355645	9606.ENSP00000324422	0	0	0	0	0.062	0.056	0.900	0.514	0.951
ACTA1	PAK3	9606.ENSP00000355645	9606.ENSP00000353864	0	0	0	0	0	0.112	0.900	0.167	0.919
ACTB	HIST1H2AD	9606.ENSP00000349960	9606.ENSP00000341094	0	0	0	0	0.063	0.123	0.900	0.050	0.911
ADAMTSL1	SBSPON	9606.ENSP00000369921	9606.ENSP00000297354	0	0	0	0	0	0	0.900	0.041	0.900
DLG1	GRIN2A	9606.ENSP00000345731	9606.ENSP00000379818	0	0	0	0	0	0.723	0.600	0.966	0.996
DLG1	GRIA1	9606.ENSP00000345731	9606.ENSP00000428994	0	0	0	0	0.062	0.840	0.900	0.990	0.999
DOCK4	RPL23	9606.ENSP00000404179	9606.ENSP00000420311	0.111	0	0	0	0.702	0.770	0	0.112	0.938
FOXK1	HIST1H2AD	9606.ENSP00000328720	9606.ENSP00000341094	0	0	0	0	0	0.078	0.900	0	0.903
GREB1	TNRC6C	9606.ENSP00000370896	9606.ENSP00000336783	0	0	0	0	0	0	0.900	0.085	0.904
GRIN2A	GRIN3B	9606.ENSP00000379818	9606.ENSP00000234389	0	0	0	0.656	0.056	0.486	0.800	0.868	0.925
HIST1H2AD	RB1	9606.ENSP00000341094	9606.ENSP00000267163	0	0	0	0	0	0	0.900	0.062	0.902
HIST1H2AD	TNRC6C	9606.ENSP00000341094	9606.ENSP00000336783	0	0	0	0	0	0	0.900	0.047	0.900
HIST1H2AD	HIST1H2BL	9606.ENSP00000341094	9606.ENSP00000366618	0	0	0	0	0.388	0.214	0.800	0.325	0.926
HIST1H2AD	HIST1H3J	9606.ENSP00000341094	9606.ENSP00000352252	0	0.001	0	0	0.279	0.836	0	0.497	0.935
HIST1H2BL	RB1	9606.ENSP00000366618	9606.ENSP00000267163	0	0	0	0	0	0	0.900	0.042	0.900
HIST1H2BL	TNRC6C	9606.ENSP00000366618	9606.ENSP00000336783	0	0	0	0	0	0	0.900	0	0.900
IFI44L	RSAD2	9606.ENSP00000359787	9606.ENSP00000371471	0	0	0	0	0.840	0	0	0.741	0.956
IMPA1	MIOX	9606.ENSP00000408526	9606.ENSP00000216075	0	0	0	0	0.049	0	0.900	0.156	0.912
NBN	RBBP8	9606.ENSP00000265433	9606.ENSP00000382628	0	0	0	0	0.090	0.882	0.900	0.784	0.997
NUP153	NUP98	9606.ENSP00000444029	9606.ENSP00000316032	0	0	0	0	0.300	0.478	0.900	0.968	0.998
NUP98	NUPL1	9606.ENSP00000316032	9606.ENSP00000371155	0	0	0	0	0.082	0.128	0.600	0.827	0.937
PALB2	RBBP8	9606.ENSP00000261584	9606.ENSP00000382628	0	0	0	0	0.072	0.270	0.600	0.751	0.923
PHF20	TAF1	9606.ENSP00000363124	9606.ENSP00000406549	0	0	0	0	0.110	0.368	0.900	0.082	0.941
RB1	SIRT1	9606.ENSP00000267163	9606.ENSP00000212015	0	0	0	0	0.063	0.487	0.900	0.276	0.960
RB1	TAF1	9606.ENSP00000267163	9606.ENSP00000406549	0	0	0	0	0	0.835	0.900	0.112	0.984
TAF1	TAF1L	9606.ENSP00000406549	9606.ENSP00000418379	0	0	0	0.986	0	0	0.900	0.592	0.900
XRN1	ZFP36	9606.ENSP00000264951	9606.ENSP00000469647	0	0	0	0	0.049	0.612	0.600	0.570	0.928
