#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACTA1	COL1A1	9606.ENSP00000355645	9606.ENSP00000225964	0	0	0	0	0.062	0	0	0.550	0.560
ACTA1	MYBPH	9606.ENSP00000355645	9606.ENSP00000255416	0	0	0	0	0.090	0	0	0.368	0.400
ACTA1	MYO1G	9606.ENSP00000355645	9606.ENSP00000258787	0	0	0	0	0.082	0.344	0	0.101	0.411
ACTA1	UNC45B	9606.ENSP00000355645	9606.ENSP00000268876	0	0	0	0	0.135	0.213	0	0.222	0.424
ACTA1	KLHL40	9606.ENSP00000355645	9606.ENSP00000287777	0	0	0	0	0.147	0.182	0	0.600	0.696
ACTA1	MYBPC2	9606.ENSP00000355645	9606.ENSP00000350332	0	0	0	0	0.168	0	0	0.402	0.481
ACTA1	ANXA8	9606.ENSP00000355645	9606.ENSP00000478026	0	0	0	0	0.048	0.441	0	0.321	0.607
ACTA1	ACTG2	9606.ENSP00000355645	9606.ENSP00000386857	0	0	0	0.987	0	0.800	0	0.394	0.800
ACTA1	VEGFA	9606.ENSP00000355645	9606.ENSP00000478570	0	0	0	0	0	0	0.900	0.322	0.929
ACTG2	COL1A1	9606.ENSP00000386857	9606.ENSP00000225964	0	0	0	0	0.154	0	0	0.321	0.401
ACTG2	MYO1G	9606.ENSP00000386857	9606.ENSP00000258787	0	0	0	0	0.082	0.344	0	0.101	0.411
ACTG2	UNC45B	9606.ENSP00000386857	9606.ENSP00000268876	0	0	0	0	0.109	0.213	0	0.242	0.422
ADAMTS9	THBS1	9606.ENSP00000418735	9606.ENSP00000260356	0	0	0	0.541	0.054	0.123	0.900	0.309	0.921
ADAMTS9	C2CD4A	9606.ENSP00000418735	9606.ENSP00000347712	0	0	0	0	0.062	0	0	0.391	0.404
ADAMTS9	ADAMTSL4	9606.ENSP00000418735	9606.ENSP00000358035	0	0	0	0.629	0	0	0.900	0.599	0.921
ADAMTS9	COL4A1	9606.ENSP00000418735	9606.ENSP00000364979	0	0	0	0	0.158	0.081	0	0.290	0.403
ADAMTSL4	THBS1	9606.ENSP00000358035	9606.ENSP00000260356	0	0	0	0.541	0.089	0.074	0.900	0.156	0.913
ADAMTSL4	MFAP2	9606.ENSP00000358035	9606.ENSP00000364685	0	0	0	0	0.062	0	0	0.403	0.416
ADM	SERPINE1	9606.ENSP00000436607	9606.ENSP00000223095	0	0	0	0	0.152	0	0	0.391	0.462
ADM	CCL2	9606.ENSP00000436607	9606.ENSP00000225831	0	0	0	0	0.087	0	0	0.390	0.419
ADM	IL1B	9606.ENSP00000436607	9606.ENSP00000263341	0	0	0	0	0.065	0	0	0.458	0.471
ADM	GPR182	9606.ENSP00000436607	9606.ENSP00000300098	0	0	0	0	0	0	0	0.825	0.825
ADM	TM4SF1	9606.ENSP00000436607	9606.ENSP00000304277	0	0	0	0	0.076	0	0	0.623	0.636
ADM	SOCS1	9606.ENSP00000436607	9606.ENSP00000329418	0	0	0	0	0.085	0	0	0.548	0.569
ADM	CALCA	9606.ENSP00000436607	9606.ENSP00000331746	0	0	0	0	0	0	0.800	0.878	0.974
ADM	IL6	9606.ENSP00000436607	9606.ENSP00000385675	0	0	0	0	0.098	0	0	0.517	0.545
