#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACP5	SOST	9606.ENSP00000468767	9606.ENSP00000301691	0	0	0	0	0.062	0	0	0.706	0.712
ACP5	SPP1	9606.ENSP00000468767	9606.ENSP00000378517	0	0	0	0	0.062	0.296	0	0.683	0.772
ADAMTS1	THSD4	9606.ENSP00000284984	9606.ENSP00000347484	0	0	0	0.577	0.089	0	0.900	0.379	0.919
AGTR1	SERPINE1	9606.ENSP00000419422	9606.ENSP00000223095	0	0	0	0	0.064	0.056	0.800	0.560	0.911
AJUBA	CDH1	9606.ENSP00000262713	9606.ENSP00000261769	0	0	0	0	0.062	0.289	0.900	0.264	0.944
APOB	CETP	9606.ENSP00000233242	9606.ENSP00000200676	0	0	0	0	0.066	0	0.900	0.892	0.989
APOB	NPC1L1	9606.ENSP00000233242	9606.ENSP00000289547	0	0	0	0	0.096	0	0	0.690	0.708
APOB	GPC3	9606.ENSP00000233242	9606.ENSP00000377836	0	0	0	0	0.312	0.127	0.600	0.067	0.745
APOB	ITIH2	9606.ENSP00000233242	9606.ENSP00000351190	0	0	0	0	0.733	0	0	0.171	0.770
APOB	PCSK9	9606.ENSP00000233242	9606.ENSP00000303208	0	0	0	0	0.120	0	0	0.955	0.959
APOBEC3B	APOBEC3C	9606.ENSP00000327459	9606.ENSP00000355340	0	0	0	0.938	0.088	0	0.900	0.859	0.909
ATF3	NR4A1	9606.ENSP00000344352	9606.ENSP00000440864	0	0	0	0	0.258	0.146	0	0.568	0.702
C6	C7	9606.ENSP00000263413	9606.ENSP00000322061	0	0	0	0.811	0.173	0.947	0.900	0.623	0.995
CABP4	CACNA2D4	9606.ENSP00000324960	9606.ENSP00000372169	0	0	0	0	0.059	0	0	0.720	0.725
CCL19	CSF3	9606.ENSP00000308815	9606.ENSP00000225474	0	0	0	0	0.076	0	0.900	0.338	0.933
CCL19	CCL21	9606.ENSP00000308815	9606.ENSP00000259607	0	0	0	0.844	0.547	0	0.800	0.915	0.919
CCL19	CXCL11	9606.ENSP00000308815	9606.ENSP00000306884	0	0	0	0	0.142	0	0	0.681	0.714
CCL19	CXCR6	9606.ENSP00000308815	9606.ENSP00000395704	0	0	0	0	0.102	0	0.600	0.455	0.787
CCL19	CXCL2	9606.ENSP00000308815	9606.ENSP00000427279	0	0	0	0	0.062	0	0.600	0.536	0.810
CCL19	CXCL1	9606.ENSP00000308815	9606.ENSP00000379110	0	0	0	0	0.062	0	0.600	0.615	0.842
CCL19	CXCR4	9606.ENSP00000308815	9606.ENSP00000386884	0	0	0	0	0	0	0.600	0.733	0.888
CCL19	CCL20	9606.ENSP00000308815	9606.ENSP00000351671	0	0	0	0	0.085	0	0.600	0.718	0.888
CCL19	CCRL2	9606.ENSP00000308815	9606.ENSP00000349967	0	0	0	0	0.076	0	0.800	0.941	0.988
CCL20	CSF3	9606.ENSP00000351671	9606.ENSP00000225474	0	0	0	0	0.158	0	0.900	0.601	0.963
CCL20	CXCL11	9606.ENSP00000351671	9606.ENSP00000306884	0	0	0	0	0.088	0.274	0	0.701	0.785
CCL20	CCRL2	9606.ENSP00000351671	9606.ENSP00000349967	0	0	0	0	0.093	0	0	0.940	0.943
CCL20	CXCR4	9606.ENSP00000351671	9606.ENSP00000386884	0	0	0	0	0	0	0.600	0.601	0.833
CCL20	CXCR6	9606.ENSP00000351671	9606.ENSP00000395704	0	0	0	0	0	0	0.600	0.618	0.841
CCL20	CXCL2	9606.ENSP00000351671	9606.ENSP00000427279	0	0	0	0	0.248	0	0.600	0.772	0.925
CCL20	CXCL1	9606.ENSP00000351671	9606.ENSP00000379110	0	0	0	0	0.553	0	0.600	0.794	0.960
CCL21	LYVE1	9606.ENSP00000259607	9606.ENSP00000256178	0	0	0	0	0.155	0	0	0.677	0.716
CCL21	CXCL11	9606.ENSP00000259607	9606.ENSP00000306884	0	0	0	0	0.061	0.237	0	0.633	0.714
CCL21	CCRL2	9606.ENSP00000259607	9606.ENSP00000349967	0	0	0	0	0	0.056	0	0.728	0.733
CCL21	CXCR6	9606.ENSP00000259607	9606.ENSP00000395704	0	0	0	0	0.062	0	0.600	0.423	0.764
CCL21	CXCR4	9606.ENSP00000259607	9606.ENSP00000386884	0	0	0	0	0.062	0.056	0.600	0.812	0.925
CCNA2	CDC45	9606.ENSP00000274026	9606.ENSP00000405726	0	0	0	0	0.818	0.078	0	0.603	0.927
CCNA2	CEP55	9606.ENSP00000274026	9606.ENSP00000360540	0	0	0	0	0.942	0	0	0.330	0.959
CCRL2	KLRB1	9606.ENSP00000349967	9606.ENSP00000229402	0	0	0	0	0.088	0	0	0.717	0.730
CD44	COL1A1	9606.ENSP00000398632	9606.ENSP00000225964	0	0	0	0	0.085	0.213	0.600	0.478	0.829
CD44	TWIST1	9606.ENSP00000398632	9606.ENSP00000242261	0	0	0	0	0.056	0	0.800	0.702	0.939
CD44	LYVE1	9606.ENSP00000398632	9606.ENSP00000256178	0	0	0	0.632	0	0	0.900	0.942	0.934
CD44	CDH1	9606.ENSP00000398632	9606.ENSP00000261769	0	0	0	0	0	0	0	0.783	0.783
CD44	LAMC2	9606.ENSP00000398632	9606.ENSP00000264144	0	0	0	0	0.062	0	0.600	0.325	0.724
CD44	VCAM1	9606.ENSP00000398632	9606.ENSP00000294728	0	0	0	0	0.063	0	0	0.950	0.952
CD44	MMP14	9606.ENSP00000398632	9606.ENSP00000308208	0	0	0	0	0.111	0	0	0.988	0.989
CD44	SELE	9606.ENSP00000398632	9606.ENSP00000331736	0	0	0	0	0	0.478	0.600	0.989	0.997
CD44	FN1	9606.ENSP00000398632	9606.ENSP00000346839	0	0	0	0	0.062	0.270	0.800	0.989	0.998
CD44	CFH	9606.ENSP00000398632	9606.ENSP00000356399	0	0	0	0	0.097	0	0	0.699	0.716
CD44	COL2A1	9606.ENSP00000398632	9606.ENSP00000369889	0	0	0	0	0	0	0.600	0.431	0.762
CD44	MSX1	9606.ENSP00000398632	9606.ENSP00000372170	0	0	0	0	0	0	0	0.726	0.726
CD44	SPP1	9606.ENSP00000398632	9606.ENSP00000378517	0	0	0	0	0.062	0.627	0.800	0.989	0.999
CD44	CXCR4	9606.ENSP00000398632	9606.ENSP00000386884	0	0	0	0	0.063	0	0	0.926	0.928
CD44	PRG4	9606.ENSP00000398632	9606.ENSP00000399679	0	0	0	0	0	0	0	0.842	0.843
CDC45	CEP55	9606.ENSP00000405726	9606.ENSP00000360540	0	0	0	0	0.833	0.464	0	0.218	0.924
CDH1	TWIST1	9606.ENSP00000261769	9606.ENSP00000242261	0	0	0	0	0.049	0	0	0.860	0.861
CDH1	KRT19	9606.ENSP00000261769	9606.ENSP00000355124	0	0	0	0	0.231	0	0	0.693	0.754
CDH1	KLF4	9606.ENSP00000261769	9606.ENSP00000363804	0	0	0	0	0	0.281	0	0.684	0.763
CDH1	DSP	9606.ENSP00000261769	9606.ENSP00000369129	0	0	0	0	0.255	0.057	0	0.704	0.774
CDH1	VIM	9606.ENSP00000261769	9606.ENSP00000446007	0	0	0	0	0	0	0	0.809	0.809
CDH1	FN1	9606.ENSP00000261769	9606.ENSP00000346839	0	0	0	0	0	0	0	0.869	0.869
CDH1	LAMC2	9606.ENSP00000261769	9606.ENSP00000264144	0	0	0	0	0.108	0	0.900	0.336	0.935
CDH1	EPHA2	9606.ENSP00000261769	9606.ENSP00000351209	0	0	0	0	0.062	0.112	0.900	0.673	0.969
CETP	PCSK9	9606.ENSP00000200676	9606.ENSP00000303208	0	0	0	0	0	0	0	0.763	0.763
CFH	SPP1	9606.ENSP00000356399	9606.ENSP00000378517	0	0	0	0	0	0	0	0.708	0.708
COL1A1	PCOLCE	9606.ENSP00000225964	9606.ENSP00000223061	0	0	0	0	0.544	0.173	0.900	0.415	0.975
COL1A1	SPP1	9606.ENSP00000225964	9606.ENSP00000378517	0	0	0	0	0.063	0	0	0.714	0.720
COL1A1	COL2A1	9606.ENSP00000225964	9606.ENSP00000369889	0	0	0.445	0.971	0.085	0.043	0.720	0.858	0.743
COL1A1	COL6A3	9606.ENSP00000225964	9606.ENSP00000295550	0	0	0	0.574	0.768	0	0.300	0.702	0.880
COL1A1	SERPINH1	9606.ENSP00000225964	9606.ENSP00000434412	0	0	0	0	0.400	0.183	0.600	0.665	0.925
COL1A1	COL6A2	9606.ENSP00000225964	9606.ENSP00000300527	0	0	0	0.602	0.882	0.178	0.300	0.742	0.948
COL1A1	FN1	9606.ENSP00000225964	9606.ENSP00000346839	0	0	0	0	0.356	0.701	0	0.757	0.949
COL1A1	LUM	9606.ENSP00000225964	9606.ENSP00000266718	0	0	0	0	0.764	0.379	0.720	0.580	0.980
COL1A1	COL3A1	9606.ENSP00000225964	9606.ENSP00000304408	0	0	0.439	0.951	0.944	0	0.800	0.892	0.989
COL2A1	PCOLCE	9606.ENSP00000369889	9606.ENSP00000223061	0	0	0	0	0.079	0.321	0.900	0.101	0.936
COL2A1	LUM	9606.ENSP00000369889	9606.ENSP00000266718	0	0	0	0	0.067	0.189	0.720	0.415	0.859
COL2A1	COL3A1	9606.ENSP00000369889	9606.ENSP00000304408	0	0	0.429	0.952	0.088	0	0.720	0.659	0.746
COL2A1	SERPINH1	9606.ENSP00000369889	9606.ENSP00000434412	0	0	0	0	0.098	0.182	0.600	0.343	0.780
COL2A1	COL8A2	9606.ENSP00000369889	9606.ENSP00000380901	0	0	0.417	0.722	0.065	0.641	0.300	0.172	0.781
COL3A1	PCOLCE	9606.ENSP00000304408	9606.ENSP00000223061	0	0	0	0	0.487	0.857	0.900	0.418	0.995
COL3A1	LUM	9606.ENSP00000304408	9606.ENSP00000266718	0	0	0	0	0.831	0.189	0.720	0.607	0.982
COL3A1	COL6A3	9606.ENSP00000304408	9606.ENSP00000295550	0	0	0	0.571	0.802	0	0.300	0.735	0.900
COL3A1	COL6A2	9606.ENSP00000304408	9606.ENSP00000300527	0	0	0	0.597	0.600	0.178	0.300	0.681	0.817
COL3A1	FN1	9606.ENSP00000304408	9606.ENSP00000346839	0	0	0	0	0.343	0.056	0	0.686	0.789
COL3A1	SERPINH1	9606.ENSP00000304408	9606.ENSP00000434412	0	0	0	0	0.305	0.182	0.600	0.469	0.863
COL6A2	PCOLCE	9606.ENSP00000300527	9606.ENSP00000223061	0	0	0	0	0.564	0.151	0	0.470	0.787
COL6A2	COL6A3	9606.ENSP00000300527	9606.ENSP00000295550	0	0	0	0.657	0.861	0	0.900	0.947	0.990
COL6A2	SERPINH1	9606.ENSP00000300527	9606.ENSP00000434412	0	0	0	0	0.256	0.059	0.600	0.450	0.825
COL6A3	LUM	9606.ENSP00000295550	9606.ENSP00000266718	0	0	0	0	0.585	0.076	0	0.558	0.816
COL6A3	SERPINH1	9606.ENSP00000295550	9606.ENSP00000434412	0	0	0	0	0.161	0.059	0.600	0.298	0.748
