#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCC6	VIM	9606.ENSP00000205557	9606.ENSP00000446007	0	0	0	0	0	0.056	0	0.142	0.155
ABCC6	SLC26A2	9606.ENSP00000205557	9606.ENSP00000286298	0	0	0	0	0.053	0.057	0	0.132	0.157
ABCC6	HBB	9606.ENSP00000205557	9606.ENSP00000333994	0	0	0	0	0	0	0	0.171	0.171
ABCC6	XDH	9606.ENSP00000205557	9606.ENSP00000368727	0	0	0	0	0.063	0	0	0.152	0.172
ABCC6	ALX4	9606.ENSP00000205557	9606.ENSP00000332744	0	0	0	0	0	0	0	0.181	0.181
ABCC6	KCNJ13	9606.ENSP00000205557	9606.ENSP00000233826	0	0	0	0	0	0.148	0	0.094	0.195
ABCC6	COL3A1	9606.ENSP00000205557	9606.ENSP00000304408	0	0	0	0	0	0	0	0.203	0.203
ABCC6	NPC1L1	9606.ENSP00000205557	9606.ENSP00000289547	0	0	0	0	0.062	0.177	0	0.140	0.278
ABCC6	SLC22A8	9606.ENSP00000205557	9606.ENSP00000337335	0	0	0	0	0.064	0.064	0	0.247	0.283
ABCC6	SPP1	9606.ENSP00000205557	9606.ENSP00000378517	0	0	0	0	0	0	0	0.298	0.298
ABCC6	APOB	9606.ENSP00000205557	9606.ENSP00000233242	0	0	0	0	0.084	0	0	0.275	0.308
ABCC6	SLC22A6	9606.ENSP00000205557	9606.ENSP00000367102	0	0	0	0	0.062	0.064	0	0.286	0.319
ABCC6	SLC47A1	9606.ENSP00000205557	9606.ENSP00000270570	0	0	0	0	0.065	0.061	0	0.312	0.343
ABCC6	SLC22A1	9606.ENSP00000205557	9606.ENSP00000355930	0	0	0	0	0	0.064	0	0.342	0.358
ABCC6	SLC22A3	9606.ENSP00000205557	9606.ENSP00000275300	0	0	0	0	0.062	0.064	0	0.377	0.405
ABI3BP	MYOC	9606.ENSP00000284322	9606.ENSP00000037502	0	0	0	0	0.139	0	0	0.053	0.150
ABI3BP	NOV	9606.ENSP00000284322	9606.ENSP00000259526	0	0	0	0	0.055	0	0	0.186	0.198
ABI3BP	OGN	9606.ENSP00000284322	9606.ENSP00000262551	0	0	0	0	0.225	0	0	0.264	0.405
ABI3BP	LUM	9606.ENSP00000284322	9606.ENSP00000266718	0	0	0	0	0.111	0	0	0.137	0.201
ABI3BP	ITGBL1	9606.ENSP00000284322	9606.ENSP00000365351	0	0	0	0	0.135	0	0	0.077	0.168
ABI3BP	BNC2	9606.ENSP00000284322	9606.ENSP00000370047	0	0	0	0	0.065	0	0	0.150	0.171
ABI3BP	WISP2	9606.ENSP00000284322	9606.ENSP00000361959	0	0	0	0	0.062	0	0	0.166	0.184
ABI3BP	SERINC2	9606.ENSP00000284322	9606.ENSP00000362814	0	0	0	0	0	0	0	0.188	0.188
ABI3BP	NPFFR2	9606.ENSP00000284322	9606.ENSP00000307822	0	0	0	0	0	0	0	0.193	0.193
ABI3BP	PRG4	9606.ENSP00000284322	9606.ENSP00000399679	0	0	0	0	0.062	0	0	0.183	0.201
