#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADAMTS1	THSD4	9606.ENSP00000284984	9606.ENSP00000347484	0	0	0	0.577	0.089	0	0.900	0.379	0.919
AGTR1	SERPINE1	9606.ENSP00000419422	9606.ENSP00000223095	0	0	0	0	0.064	0.056	0.800	0.560	0.911
AJUBA	CDH1	9606.ENSP00000262713	9606.ENSP00000261769	0	0	0	0	0.062	0.289	0.900	0.264	0.944
APOB	CETP	9606.ENSP00000233242	9606.ENSP00000200676	0	0	0	0	0.066	0	0.900	0.892	0.989
APOB	PCSK9	9606.ENSP00000233242	9606.ENSP00000303208	0	0	0	0	0.120	0	0	0.955	0.959
APOBEC3B	APOBEC3C	9606.ENSP00000327459	9606.ENSP00000355340	0	0	0	0.938	0.088	0	0.900	0.859	0.909
C6	C7	9606.ENSP00000263413	9606.ENSP00000322061	0	0	0	0.811	0.173	0.947	0.900	0.623	0.995
CCL19	CSF3	9606.ENSP00000308815	9606.ENSP00000225474	0	0	0	0	0.076	0	0.900	0.338	0.933
CCL19	CCL21	9606.ENSP00000308815	9606.ENSP00000259607	0	0	0	0.844	0.547	0	0.800	0.915	0.919
CCL19	CCRL2	9606.ENSP00000308815	9606.ENSP00000349967	0	0	0	0	0.076	0	0.800	0.941	0.988
CCL20	CSF3	9606.ENSP00000351671	9606.ENSP00000225474	0	0	0	0	0.158	0	0.900	0.601	0.963
CCL20	CCRL2	9606.ENSP00000351671	9606.ENSP00000349967	0	0	0	0	0.093	0	0	0.940	0.943
CCL20	CXCL2	9606.ENSP00000351671	9606.ENSP00000427279	0	0	0	0	0.248	0	0.600	0.772	0.925
CCL20	CXCL1	9606.ENSP00000351671	9606.ENSP00000379110	0	0	0	0	0.553	0	0.600	0.794	0.960
CCL21	CXCR4	9606.ENSP00000259607	9606.ENSP00000386884	0	0	0	0	0.062	0.056	0.600	0.812	0.925
CCNA2	CDC45	9606.ENSP00000274026	9606.ENSP00000405726	0	0	0	0	0.818	0.078	0	0.603	0.927
CCNA2	CEP55	9606.ENSP00000274026	9606.ENSP00000360540	0	0	0	0	0.942	0	0	0.330	0.959
CD44	TWIST1	9606.ENSP00000398632	9606.ENSP00000242261	0	0	0	0	0.056	0	0.800	0.702	0.939
CD44	LYVE1	9606.ENSP00000398632	9606.ENSP00000256178	0	0	0	0.632	0	0	0.900	0.942	0.934
CD44	VCAM1	9606.ENSP00000398632	9606.ENSP00000294728	0	0	0	0	0.063	0	0	0.950	0.952
CD44	MMP14	9606.ENSP00000398632	9606.ENSP00000308208	0	0	0	0	0.111	0	0	0.988	0.989
CD44	SELE	9606.ENSP00000398632	9606.ENSP00000331736	0	0	0	0	0	0.478	0.600	0.989	0.997
CD44	FN1	9606.ENSP00000398632	9606.ENSP00000346839	0	0	0	0	0.062	0.270	0.800	0.989	0.998
CD44	SPP1	9606.ENSP00000398632	9606.ENSP00000378517	0	0	0	0	0.062	0.627	0.800	0.989	0.999
CD44	CXCR4	9606.ENSP00000398632	9606.ENSP00000386884	0	0	0	0	0.063	0	0	0.926	0.928
CDC45	CEP55	9606.ENSP00000405726	9606.ENSP00000360540	0	0	0	0	0.833	0.464	0	0.218	0.924
CDH1	LAMC2	9606.ENSP00000261769	9606.ENSP00000264144	0	0	0	0	0.108	0	0.900	0.336	0.935
CDH1	EPHA2	9606.ENSP00000261769	9606.ENSP00000351209	0	0	0	0	0.062	0.112	0.900	0.673	0.969
COL1A1	PCOLCE	9606.ENSP00000225964	9606.ENSP00000223061	0	0	0	0	0.544	0.173	0.900	0.415	0.975
COL1A1	SERPINH1	9606.ENSP00000225964	9606.ENSP00000434412	0	0	0	0	0.400	0.183	0.600	0.665	0.925
COL1A1	COL6A2	9606.ENSP00000225964	9606.ENSP00000300527	0	0	0	0.602	0.882	0.178	0.300	0.742	0.948
COL1A1	FN1	9606.ENSP00000225964	9606.ENSP00000346839	0	0	0	0	0.356	0.701	0	0.757	0.949
COL1A1	LUM	9606.ENSP00000225964	9606.ENSP00000266718	0	0	0	0	0.764	0.379	0.720	0.580	0.980
COL1A1	COL3A1	9606.ENSP00000225964	9606.ENSP00000304408	0	0	0.439	0.951	0.944	0	0.800	0.892	0.989
COL2A1	PCOLCE	9606.ENSP00000369889	9606.ENSP00000223061	0	0	0	0	0.079	0.321	0.900	0.101	0.936
COL3A1	PCOLCE	9606.ENSP00000304408	9606.ENSP00000223061	0	0	0	0	0.487	0.857	0.900	0.418	0.995
COL3A1	LUM	9606.ENSP00000304408	9606.ENSP00000266718	0	0	0	0	0.831	0.189	0.720	0.607	0.982
COL3A1	COL6A3	9606.ENSP00000304408	9606.ENSP00000295550	0	0	0	0.571	0.802	0	0.300	0.735	0.900
COL6A2	COL6A3	9606.ENSP00000300527	9606.ENSP00000295550	0	0	0	0.657	0.861	0	0.900	0.947	0.990
CSF3	CXCL2	9606.ENSP00000225474	9606.ENSP00000427279	0	0	0	0	0.184	0	0.900	0.730	0.976
CSF3	CXCL1	9606.ENSP00000225474	9606.ENSP00000379110	0	0	0	0	0.214	0	0.900	0.800	0.982
CXCL1	CXCR4	9606.ENSP00000379110	9606.ENSP00000386884	0	0	0	0	0	0	0.600	0.773	0.905
CXCL1	CXCL2	9606.ENSP00000379110	9606.ENSP00000427279	0	0	0	0.979	0.809	0	0.800	0.876	0.960
CXCL11	CXCR4	9606.ENSP00000306884	9606.ENSP00000386884	0	0	0	0	0	0	0.600	0.765	0.902
CXCL2	CXCR4	9606.ENSP00000427279	9606.ENSP00000386884	0	0	0	0	0	0	0.600	0.872	0.946
CXCR4	P2RY2	9606.ENSP00000386884	9606.ENSP00000310305	0	0	0	0.694	0	0	0.900	0.241	0.906
