#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADM	CALCA	9606.ENSP00000436607	9606.ENSP00000331746	0	0	0	0	0	0	0.900	0.831	0.982
AHSP	HBG2	9606.ENSP00000307199	9606.ENSP00000338082	0	0	0	0	0.638	0	0.540	0.463	0.902
CCL2	CSF3	9606.ENSP00000225831	9606.ENSP00000225474	0	0	0	0	0.146	0	0.400	0.875	0.930
CCL2	IFNG	9606.ENSP00000225831	9606.ENSP00000229135	0	0	0	0	0.195	0	0	0.926	0.938
CCL2	IL1B	9606.ENSP00000225831	9606.ENSP00000263341	0	0	0	0	0.239	0	0.400	0.940	0.970
CCL2	CCL20	9606.ENSP00000225831	9606.ENSP00000351671	0	0	0	0	0.148	0	0.400	0.962	0.979
CCL2	IL6	9606.ENSP00000225831	9606.ENSP00000385675	0	0	0	0	0.517	0	0.400	0.953	0.985
CCL2	CXCR1	9606.ENSP00000225831	9606.ENSP00000295683	0	0	0	0	0	0	0.650	0.989	0.996
CCL2	CXCR2	9606.ENSP00000225831	9606.ENSP00000319635	0	0	0	0	0	0	0.650	0.994	0.997
CCL2	CCL8	9606.ENSP00000225831	9606.ENSP00000378118	0	0	0.052	0.966	0.781	0.994	0	0.869	0.999
CCL20	IL1B	9606.ENSP00000351671	9606.ENSP00000263341	0	0	0	0	0.338	0	0.400	0.903	0.958
CCL20	CXCL11	9606.ENSP00000351671	9606.ENSP00000306884	0	0	0	0	0.100	0.994	0.500	0.720	0.999
CCL20	CXCR2	9606.ENSP00000351671	9606.ENSP00000319635	0	0	0	0	0	0	0.650	0.861	0.949
CCL20	IL6	9606.ENSP00000351671	9606.ENSP00000385675	0	0	0	0	0.332	0	0.400	0.852	0.935
CCL8	CXCL11	9606.ENSP00000378118	9606.ENSP00000306884	0	0	0	0	0.516	0.994	0	0.790	0.999
CCL8	CXCR2	9606.ENSP00000378118	9606.ENSP00000319635	0	0	0	0	0.068	0	0.650	0.837	0.942
CD14	TLR2	9606.ENSP00000385519	9606.ENSP00000260010	0	0	0	0	0.485	0.541	0.900	0.706	0.992
CDK2	SFN	9606.ENSP00000266970	9606.ENSP00000340989	0	0	0	0	0.109	0.070	0	0.933	0.940
