#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACCSL	SLC11A1	9606.ENSP00000368109	9606.ENSP00000233202	0.041	0	0	0	0	0	0	0.207	0.207
ACCSL	WNT8B	9606.ENSP00000368109	9606.ENSP00000340677	0	0	0	0	0	0	0	0.204	0.204
ACCSL	SLC22A2	9606.ENSP00000368109	9606.ENSP00000355920	0	0	0	0	0.060	0	0	0.133	0.151
ADAMTS9	CCL2	9606.ENSP00000418735	9606.ENSP00000225831	0	0	0	0	0.118	0	0	0.137	0.206
ADAMTS9	TTR	9606.ENSP00000418735	9606.ENSP00000237014	0	0	0	0	0.049	0	0	0.195	0.201
ADAMTS9	HILPDA	9606.ENSP00000418735	9606.ENSP00000257696	0	0	0	0	0	0	0	0.153	0.152
ADAMTS9	THBS1	9606.ENSP00000418735	9606.ENSP00000260356	0	0	0	0.548	0.049	0.046	0	0.229	0.239
ADAMTS9	IL1B	9606.ENSP00000418735	9606.ENSP00000263341	0	0	0	0	0.048	0	0	0.219	0.224
ADAMTS9	STC1	9606.ENSP00000418735	9606.ENSP00000290271	0	0	0	0	0.067	0	0	0.136	0.160
ADAMTS9	ANGPTL4	9606.ENSP00000418735	9606.ENSP00000301455	0	0	0	0	0.067	0	0	0.189	0.211
ADAMTS9	TM4SF1	9606.ENSP00000418735	9606.ENSP00000304277	0	0	0	0	0.084	0	0	0.245	0.280
ADAMTS9	MMP19	9606.ENSP00000418735	9606.ENSP00000313437	0	0	0	0	0.056	0.045	0	0.270	0.284
ADAMTS9	GPR4	9606.ENSP00000418735	9606.ENSP00000319744	0	0	0	0	0.162	0	0	0	0.161
ADAMTS9	SELE	9606.ENSP00000418735	9606.ENSP00000331736	0	0	0	0	0.122	0	0	0.145	0.218
ADAMTS9	C2CD4A	9606.ENSP00000418735	9606.ENSP00000347712	0	0	0	0	0.048	0	0	0.375	0.379
ADAMTS9	S100A9	9606.ENSP00000418735	9606.ENSP00000357727	0	0	0	0	0	0	0	0.241	0.240
ADAMTS9	IL6	9606.ENSP00000418735	9606.ENSP00000385675	0	0	0	0	0.090	0	0	0.188	0.229
ADAMTS9	SERPINA3	9606.ENSP00000418735	9606.ENSP00000450540	0	0	0	0	0.122	0	0	0.072	0.150
ADAMTS9	GPR84	9606.ENSP00000418735	9606.ENSP00000450310	0	0	0	0	0.042	0	0	0.169	0.169
ADGRE1	CSF3	9606.ENSP00000311545	9606.ENSP00000225474	0	0	0	0	0.082	0	0	0.189	0.224
ADGRE1	CCL2	9606.ENSP00000311545	9606.ENSP00000225831	0	0	0	0	0.042	0	0	0.521	0.522
ADGRE1	IFNG	9606.ENSP00000311545	9606.ENSP00000229135	0	0	0	0	0.093	0	0	0.412	0.444
ADGRE1	SLC11A1	9606.ENSP00000311545	9606.ENSP00000233202	0	0	0	0	0.267	0	0	0.102	0.313
ADGRE1	TLR2	9606.ENSP00000311545	9606.ENSP00000260010	0	0	0	0	0.139	0.105	0	0.228	0.354
ADGRE1	IL1B	9606.ENSP00000311545	9606.ENSP00000263341	0	0	0	0	0.062	0	0	0.488	0.500
ADGRE1	SELP	9606.ENSP00000311545	9606.ENSP00000263686	0	0	0	0	0.083	0	0	0.112	0.151
ADGRE1	FCGR2A	9606.ENSP00000311545	9606.ENSP00000271450	0	0	0	0	0.132	0	0	0.285	0.353
ADGRE1	CLEC4F	9606.ENSP00000311545	9606.ENSP00000272367	0	0	0	0	0.044	0	0	0.269	0.271
ADGRE1	CR2	9606.ENSP00000311545	9606.ENSP00000356024	0	0	0	0	0.042	0	0	0.154	0.154
ADGRE1	CLEC17A	9606.ENSP00000311545	9606.ENSP00000393719	0	0	0	0	0.100	0	0	0.106	0.161
ADGRE1	FPR2	9606.ENSP00000311545	9606.ENSP00000468897	0	0	0	0	0.148	0	0	0.056	0.163
ADGRE1	CD207	9606.ENSP00000311545	9606.ENSP00000386378	0	0	0	0	0	0	0	0.169	0.169
ADGRE1	SIGLEC9	9606.ENSP00000311545	9606.ENSP00000413861	0	0	0	0	0.106	0.099	0	0.051	0.169
ADGRE1	SIGLEC7	9606.ENSP00000311545	9606.ENSP00000323328	0	0	0	0	0.108	0.099	0	0.051	0.171
ADGRE1	GPR84	9606.ENSP00000311545	9606.ENSP00000450310	0	0	0	0	0.160	0	0	0.062	0.178
ADGRE1	ANKRD22	9606.ENSP00000311545	9606.ENSP00000360998	0	0	0	0	0.064	0.042	0	0.158	0.179
ADGRE1	CASP5	9606.ENSP00000311545	9606.ENSP00000376849	0	0	0	0	0.188	0	0	0.072	0.215
ADGRE1	ADGRG3	9606.ENSP00000311545	9606.ENSP00000332900	0	0	0	0.575	0.090	0	0	0.196	0.237
ADGRE1	CXCR2	9606.ENSP00000311545	9606.ENSP00000319635	0	0	0	0	0.094	0	0	0.204	0.248
ADGRE1	IL2RA	9606.ENSP00000311545	9606.ENSP00000369293	0	0	0	0	0.082	0	0	0.234	0.267
