#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ADM	CALCA	9606.ENSP00000436607	9606.ENSP00000331746	0	0	0	0	0	0	0.900	0.831	0.982
ADM	EDN1	9606.ENSP00000436607	9606.ENSP00000368683	0	0	0	0	0.064	0	0	0.829	0.834
AHSP	HBG2	9606.ENSP00000307199	9606.ENSP00000338082	0	0	0	0	0.638	0	0.540	0.463	0.902
CASP5	IL1B	9606.ENSP00000376849	9606.ENSP00000263341	0	0	0	0	0.236	0.047	0	0.811	0.850
CCL2	CSF3	9606.ENSP00000225831	9606.ENSP00000225474	0	0	0	0	0.146	0	0.400	0.875	0.930
CCL2	SELP	9606.ENSP00000225831	9606.ENSP00000263686	0	0	0	0	0.069	0	0	0.701	0.710
CCL2	LIF	9606.ENSP00000225831	9606.ENSP00000249075	0	0	0	0	0.119	0	0.400	0.521	0.724
CCL2	THBS1	9606.ENSP00000225831	9606.ENSP00000260356	0	0	0	0	0.194	0	0	0.693	0.742
CCL2	SOCS3	9606.ENSP00000225831	9606.ENSP00000330341	0	0	0	0	0.196	0	0	0.700	0.749
CCL2	TLR2	9606.ENSP00000225831	9606.ENSP00000260010	0	0	0	0	0.119	0	0	0.771	0.790
CCL2	EDN1	9606.ENSP00000225831	9606.ENSP00000368683	0	0	0	0	0.118	0	0	0.773	0.791
CCL2	CXCL11	9606.ENSP00000225831	9606.ENSP00000306884	0	0	0	0	0.257	0	0	0.736	0.796
CCL2	SELE	9606.ENSP00000225831	9606.ENSP00000331736	0	0	0	0	0.180	0	0	0.777	0.810
CCL2	IFNG	9606.ENSP00000225831	9606.ENSP00000229135	0	0	0	0	0.195	0	0	0.926	0.938
CCL2	IL1B	9606.ENSP00000225831	9606.ENSP00000263341	0	0	0	0	0.239	0	0.400	0.940	0.970
CCL2	CCL20	9606.ENSP00000225831	9606.ENSP00000351671	0	0	0	0	0.148	0	0.400	0.962	0.979
CCL2	IL6	9606.ENSP00000225831	9606.ENSP00000385675	0	0	0	0	0.517	0	0.400	0.953	0.985
CCL2	CXCR1	9606.ENSP00000225831	9606.ENSP00000295683	0	0	0	0	0	0	0.650	0.989	0.996
CCL2	CXCR2	9606.ENSP00000225831	9606.ENSP00000319635	0	0	0	0	0	0	0.650	0.994	0.997
CCL2	CCL8	9606.ENSP00000225831	9606.ENSP00000378118	0	0	0.052	0.966	0.781	0.994	0	0.869	0.999
CCL20	CSF3	9606.ENSP00000351671	9606.ENSP00000225474	0	0	0	0	0.217	0	0.400	0.607	0.799
CCL20	IFNG	9606.ENSP00000351671	9606.ENSP00000229135	0	0	0	0	0.136	0	0	0.801	0.820
CCL20	IL1B	9606.ENSP00000351671	9606.ENSP00000263341	0	0	0	0	0.338	0	0.400	0.903	0.958
CCL20	CXCR1	9606.ENSP00000351671	9606.ENSP00000295683	0	0	0	0	0	0	0.650	0.700	0.890
CCL20	CXCL11	9606.ENSP00000351671	9606.ENSP00000306884	0	0	0	0	0.100	0.994	0.500	0.720	0.999
CCL20	CXCR2	9606.ENSP00000351671	9606.ENSP00000319635	0	0	0	0	0	0	0.650	0.861	0.949
CCL20	CCL8	9606.ENSP00000351671	9606.ENSP00000378118	0	0	0	0	0.110	0	0	0.762	0.779
CCL20	IL6	9606.ENSP00000351671	9606.ENSP00000385675	0	0	0	0	0.332	0	0.400	0.852	0.935
CCL8	CXCR1	9606.ENSP00000378118	9606.ENSP00000295683	0	0	0	0	0.082	0	0.650	0.424	0.799
CCL8	CXCL11	9606.ENSP00000378118	9606.ENSP00000306884	0	0	0	0	0.516	0.994	0	0.790	0.999
CCL8	CXCR2	9606.ENSP00000378118	9606.ENSP00000319635	0	0	0	0	0.068	0	0.650	0.837	0.942
CD14	TLR2	9606.ENSP00000385519	9606.ENSP00000260010	0	0	0	0	0.485	0.541	0.900	0.706	0.992
CD14	S100A8	9606.ENSP00000385519	9606.ENSP00000357721	0	0	0	0	0.420	0	0.500	0.197	0.746
CD14	S100A9	9606.ENSP00000385519	9606.ENSP00000357727	0	0	0	0	0.437	0	0.500	0.239	0.767
CD207	CLEC4F	9606.ENSP00000386378	9606.ENSP00000272367	0	0	0	0.762	0.479	0.174	0	0.460	0.747
CD209	IFNG	9606.ENSP00000315477	9606.ENSP00000229135	0	0	0	0	0.081	0	0	0.758	0.768
CD209	TLR2	9606.ENSP00000315477	9606.ENSP00000260010	0	0	0	0	0.079	0.045	0	0.782	0.791
CD209	FCGR2A	9606.ENSP00000315477	9606.ENSP00000271450	0	0	0	0	0.102	0	0	0.689	0.708
CD209	IL6	9606.ENSP00000315477	9606.ENSP00000385675	0	0	0	0	0.115	0	0	0.721	0.742
CDK2	SFN	9606.ENSP00000266970	9606.ENSP00000340989	0	0	0	0	0.109	0.070	0	0.933	0.940
CDK2	CDKN1A	9606.ENSP00000266970	9606.ENSP00000384849	0	0	0	0	0.085	0.994	0.900	0.999	0.999
CDKN1A	GADD45B	9606.ENSP00000384849	9606.ENSP00000215631	0	0	0	0	0.215	0.046	0	0.703	0.758
CHI3L1	IL1B	9606.ENSP00000255409	9606.ENSP00000263341	0	0	0	0	0.123	0	0	0.687	0.713
CISH	IFNG	9606.ENSP00000409346	9606.ENSP00000229135	0	0	0	0	0.059	0	0	0.725	0.730
CISH	SOCS3	9606.ENSP00000409346	9606.ENSP00000330341	0	0	0	0.747	0.141	0	0.540	0.318	0.707
CP	TTR	9606.ENSP00000264613	9606.ENSP00000237014	0	0	0	0	0.097	0	0	0.817	0.827
CP	SERPINA3	9606.ENSP00000264613	9606.ENSP00000450540	0	0	0	0	0.217	0.229	0	0.730	0.822
