#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
A2M	SERPINE1	9606.ENSP00000323929	9606.ENSP00000223095	0	0	0	0	0	0	0	0.718	0.718
A2M	TTR	9606.ENSP00000323929	9606.ENSP00000237014	0	0	0	0	0.163	0.046	0	0.710	0.748
A2M	SERPINF1	9606.ENSP00000323929	9606.ENSP00000254722	0	0	0	0	0.142	0	0	0.359	0.426
A2M	MMP7	9606.ENSP00000323929	9606.ENSP00000260227	0	0	0	0	0	0	0.600	0.329	0.720
A2M	SLC40A1	9606.ENSP00000323929	9606.ENSP00000261024	0	0	0	0	0.098	0	0	0.388	0.424
A2M	CP	9606.ENSP00000323929	9606.ENSP00000264613	0	0	0	0	0.121	0	0	0.788	0.806
A2M	TIMP3	9606.ENSP00000323929	9606.ENSP00000266085	0	0	0	0	0.164	0	0	0.352	0.435
A2M	ALB	9606.ENSP00000323929	9606.ENSP00000295897	0	0	0	0	0.121	0.152	0	0.920	0.935
A2M	PLG	9606.ENSP00000323929	9606.ENSP00000308938	0	0	0	0	0.108	0.213	0	0.827	0.868
A2M	MMP1	9606.ENSP00000323929	9606.ENSP00000322788	0	0	0	0	0	0	0.600	0.721	0.883
A2M	C4BPA	9606.ENSP00000323929	9606.ENSP00000356037	0	0	0	0	0.066	0	0	0.404	0.419
A2M	PIGR	9606.ENSP00000323929	9606.ENSP00000348888	0	0	0	0	0.095	0	0	0.438	0.469
A2M	APOA4	9606.ENSP00000323929	9606.ENSP00000350425	0	0	0	0	0.123	0	0	0.511	0.553
A2M	C1R	9606.ENSP00000323929	9606.ENSP00000438615	0	0	0	0	0.142	0.134	0	0.477	0.577
A2M	AHSG	9606.ENSP00000323929	9606.ENSP00000393887	0	0	0	0	0.179	0.065	0	0.609	0.674
A2M	GIG25	9606.ENSP00000323929	9606.ENSP00000376793	0	0	0	0	0.066	0	0	0.784	0.790
A2M	SERPINA1	9606.ENSP00000323929	9606.ENSP00000416066	0	0	0	0	0.121	0	0	0.877	0.888
A2M	SERPINC1	9606.ENSP00000323929	9606.ENSP00000356671	0	0	0	0	0.166	0	0	0.880	0.895
AADAC	FABP2	9606.ENSP00000232892	9606.ENSP00000274024	0	0	0	0	0.143	0.056	0	0.342	0.421
AADAC	FABP1	9606.ENSP00000232892	9606.ENSP00000295834	0	0	0	0	0.193	0.056	0	0.329	0.444
ABCA4	ADTRP	9606.ENSP00000359245	9606.ENSP00000229583	0	0	0	0	0.062	0	0	0.398	0.411
ABCA4	RPE65	9606.ENSP00000359245	9606.ENSP00000262340	0	0	0	0	0.049	0	0	0.808	0.809
ABCA4	TIMP3	9606.ENSP00000359245	9606.ENSP00000266085	0	0	0	0	0.065	0	0	0.427	0.441
ABCC3	SULT2A1	9606.ENSP00000285238	9606.ENSP00000222002	0	0	0	0	0.062	0	0	0.519	0.529
ABCC3	UGT2A3	9606.ENSP00000285238	9606.ENSP00000251566	0	0	0	0	0.088	0	0	0.382	0.412
ABCC3	NR0B2	9606.ENSP00000285238	9606.ENSP00000254227	0	0	0	0	0.064	0.056	0	0.525	0.544
ABCC3	CLDN3	9606.ENSP00000285238	9606.ENSP00000378577	0	0	0	0	0.063	0	0	0.439	0.452
ABCC3	SLC22A8	9606.ENSP00000285238	9606.ENSP00000337335	0	0	0	0	0.062	0.064	0	0.567	0.586
ABCC3	NR1I2	9606.ENSP00000285238	9606.ENSP00000336528	0	0	0	0	0.066	0.056	0	0.640	0.655
ABCC3	NR1H4	9606.ENSP00000285238	9606.ENSP00000447149	0	0	0	0	0.116	0.056	0	0.634	0.668
ABCC3	SLC22A7	9606.ENSP00000285238	9606.ENSP00000361666	0	0	0	0	0.063	0.064	0	0.656	0.672
ABCC3	ALB	9606.ENSP00000285238	9606.ENSP00000295897	0	0	0	0	0.065	0	0.900	0.265	0.925
ACE2	VIL1	9606.ENSP00000389326	9606.ENSP00000248444	0	0	0	0	0.513	0	0	0	0.513
ACE2	RSPH1	9606.ENSP00000389326	9606.ENSP00000291536	0	0	0	0	0	0	0	0.521	0.521
ACE2	ALB	9606.ENSP00000389326	9606.ENSP00000295897	0	0	0	0	0	0.270	0	0.557	0.663
ACE2	SLC6A20	9606.ENSP00000389326	9606.ENSP00000346298	0	0	0	0	0.065	0	0	0.454	0.468
ACE2	SOD3	9606.ENSP00000389326	9606.ENSP00000371554	0	0	0	0	0.063	0	0	0.534	0.544
ACOT11	CLCA1	9606.ENSP00000360366	9606.ENSP00000234701	0	0	0	0	0.652	0	0	0	0.652
ACSL5	FABP1	9606.ENSP00000348429	9606.ENSP00000295834	0	0	0	0	0.101	0	0	0.401	0.439
ACSL5	APOA4	9606.ENSP00000348429	9606.ENSP00000350425	0	0	0	0	0.105	0.084	0	0.358	0.428
ACSL5	HMGCS2	9606.ENSP00000348429	9606.ENSP00000358414	0	0	0	0	0.062	0	0	0.432	0.444
ACSL5	ALDOB	9606.ENSP00000348429	9606.ENSP00000363988	0	0	0	0	0.100	0	0	0.619	0.643
ACTG2	MYH2	9606.ENSP00000386857	9606.ENSP00000245503	0	0	0	0	0.064	0.227	0	0.450	0.567
ACTG2	ALB	9606.ENSP00000386857	9606.ENSP00000295897	0	0	0	0	0	0.171	0	0.349	0.437
ACTG2	TGM2	9606.ENSP00000386857	9606.ENSP00000355330	0	0	0	0	0.062	0.057	0	0.454	0.476
ACTG2	ANXA4	9606.ENSP00000386857	9606.ENSP00000377833	0	0	0	0	0	0.212	0	0.379	0.490
ACTG2	DAAM2	9606.ENSP00000386857	9606.ENSP00000381876	0	0	0	0	0	0.339	0	0.194	0.444
ACTG2	MYH14	9606.ENSP00000386857	9606.ENSP00000470298	0	0	0	0	0.062	0.255	0.600	0.476	0.833
ADAMTSL3	TBC1D8B	9606.ENSP00000286744	9606.ENSP00000349781	0	0	0	0	0.456	0	0	0	0.456
ADAMTSL3	FBN1	9606.ENSP00000286744	9606.ENSP00000325527	0	0	0	0	0.065	0	0	0.458	0.473
ADAMTSL3	FRK	9606.ENSP00000286744	9606.ENSP00000476145	0	0	0	0	0.522	0.056	0	0.074	0.545
ADH1C	UGT2A3	9606.ENSP00000426083	9606.ENSP00000251566	0	0	0	0	0.172	0	0.650	0.198	0.747
ADH1C	FABP2	9606.ENSP00000426083	9606.ENSP00000274024	0	0	0	0	0.066	0	0	0.445	0.460
ADH1C	ALDOB	9606.ENSP00000426083	9606.ENSP00000363988	0	0	0	0	0.235	0	0	0.340	0.474
