#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
A2M	CEACAM5	9606.ENSP00000323929	9606.ENSP00000221992	0	0	0	0	0	0	0	0.236	0.236
A2M	SERPINE1	9606.ENSP00000323929	9606.ENSP00000223095	0	0	0	0	0	0	0	0.718	0.718
A2M	LTF	9606.ENSP00000323929	9606.ENSP00000231751	0	0	0	0	0.093	0	0	0.343	0.379
A2M	TTR	9606.ENSP00000323929	9606.ENSP00000237014	0	0	0	0	0.163	0.046	0	0.710	0.748
A2M	BPIFB1	9606.ENSP00000323929	9606.ENSP00000253354	0	0	0	0	0	0	0	0.160	0.160
A2M	SERPINF1	9606.ENSP00000323929	9606.ENSP00000254722	0	0	0	0	0.142	0	0	0.359	0.426
A2M	MMP7	9606.ENSP00000323929	9606.ENSP00000260227	0	0	0	0	0	0	0.600	0.329	0.720
A2M	SLC40A1	9606.ENSP00000323929	9606.ENSP00000261024	0	0	0	0	0.098	0	0	0.388	0.424
A2M	LGALS3BP	9606.ENSP00000323929	9606.ENSP00000262776	0	0	0	0	0.065	0	0	0.354	0.370
A2M	EPAS1	9606.ENSP00000323929	9606.ENSP00000263734	0	0	0	0	0.138	0	0	0.117	0.206
A2M	CP	9606.ENSP00000323929	9606.ENSP00000264613	0	0	0	0	0.121	0	0	0.788	0.806
A2M	TIMP3	9606.ENSP00000323929	9606.ENSP00000266085	0	0	0	0	0.164	0	0	0.352	0.435
A2M	OSMR	9606.ENSP00000323929	9606.ENSP00000274276	0	0	0	0	0.062	0	0	0.148	0.167
A2M	IGFBP7	9606.ENSP00000323929	9606.ENSP00000295666	0	0	0	0	0.174	0	0	0.166	0.281
A2M	FABP1	9606.ENSP00000323929	9606.ENSP00000295834	0	0	0	0	0.162	0	0	0.099	0.213
A2M	ALB	9606.ENSP00000323929	9606.ENSP00000295897	0	0	0	0	0.121	0.152	0	0.920	0.935
A2M	SPINK1	9606.ENSP00000323929	9606.ENSP00000296695	0	0	0	0	0.062	0	0	0.310	0.325
A2M	IQCD	9606.ENSP00000323929	9606.ENSP00000299732	0	0	0	0	0	0	0	0.208	0.208
A2M	EVPL	9606.ENSP00000323929	9606.ENSP00000301607	0	0	0	0	0	0	0	0.197	0.197
A2M	PLG	9606.ENSP00000323929	9606.ENSP00000308938	0	0	0	0	0.108	0.213	0	0.827	0.868
A2M	AQP1	9606.ENSP00000323929	9606.ENSP00000311165	0	0	0	0	0.184	0	0	0.150	0.276
A2M	MMP1	9606.ENSP00000323929	9606.ENSP00000322788	0	0	0	0	0	0	0.600	0.721	0.883
A2M	PRSS3	9606.ENSP00000323929	9606.ENSP00000354280	0	0	0	0	0	0.134	0	0.063	0.153
A2M	AMPD3	9606.ENSP00000323929	9606.ENSP00000379802	0	0	0	0	0	0.149	0	0.048	0.155
A2M	GCG	9606.ENSP00000323929	9606.ENSP00000387662	0	0	0	0	0	0	0	0.156	0.155
A2M	MUC16	9606.ENSP00000323929	9606.ENSP00000381008	0	0	0	0	0	0	0	0.159	0.159
A2M	ADH1C	9606.ENSP00000323929	9606.ENSP00000426083	0	0	0	0	0.062	0	0	0.140	0.159
A2M	AQP4	9606.ENSP00000323929	9606.ENSP00000372654	0	0	0	0	0.098	0	0	0.108	0.161
A2M	ITIH5	9606.ENSP00000323929	9606.ENSP00000380333	0.044	0	0	0	0.089	0.105	0	0.057	0.166
A2M	TYRP1	9606.ENSP00000323929	9606.ENSP00000373570	0	0	0	0	0.087	0	0	0.127	0.168
A2M	TMPRSS4	9606.ENSP00000323929	9606.ENSP00000477949	0	0	0	0	0	0.134	0	0.078	0.168
A2M	VIP	9606.ENSP00000323929	9606.ENSP00000356213	0	0	0	0	0.076	0	0	0.138	0.169
A2M	ASGR2	9606.ENSP00000323929	9606.ENSP00000347140	0	0	0	0	0.108	0	0	0.117	0.179
A2M	SOD3	9606.ENSP00000323929	9606.ENSP00000371554	0	0	0	0	0.140	0	0	0.088	0.182
A2M	CAV1	9606.ENSP00000323929	9606.ENSP00000339191	0	0	0	0	0.067	0	0	0.173	0.196
A2M	TFF3	9606.ENSP00000323929	9606.ENSP00000430690	0	0	0	0	0	0	0	0.203	0.203
A2M	FBN1	9606.ENSP00000323929	9606.ENSP00000325527	0	0	0	0	0.098	0	0	0.157	0.207
A2M	CCL18	9606.ENSP00000323929	9606.ENSP00000479955	0	0	0	0	0.098	0	0	0.157	0.207
A2M	DMBT1	9606.ENSP00000323929	9606.ENSP00000357905	0	0	0	0	0.060	0	0	0.202	0.217
A2M	NR1H4	9606.ENSP00000323929	9606.ENSP00000447149	0	0	0	0	0.155	0	0	0.122	0.227
A2M	GFAP	9606.ENSP00000323929	9606.ENSP00000468500	0	0	0	0	0.086	0.076	0	0.182	0.249
A2M	ANXA4	9606.ENSP00000323929	9606.ENSP00000377833	0	0	0	0	0	0	0	0.261	0.261
A2M	FCGBP	9606.ENSP00000323929	9606.ENSP00000481056	0	0	0	0	0.111	0	0	0.222	0.279
A2M	SERPINA4	9606.ENSP00000323929	9606.ENSP00000450838	0	0	0	0	0.093	0	0	0.246	0.287
A2M	GPNMB	9606.ENSP00000323929	9606.ENSP00000371420	0	0	0	0	0.165	0	0	0.193	0.297
A2M	TGM2	9606.ENSP00000323929	9606.ENSP00000355330	0	0	0	0	0.076	0.111	0	0.215	0.299
A2M	SERPINB2	9606.ENSP00000323929	9606.ENSP00000401645	0	0	0	0	0	0	0	0.321	0.321
A2M	ANXA1	9606.ENSP00000323929	9606.ENSP00000366109	0	0	0	0	0.062	0	0	0.329	0.343
A2M	PTGDS	9606.ENSP00000323929	9606.ENSP00000360687	0	0	0	0	0.157	0	0	0.279	0.367
A2M	LCN2	9606.ENSP00000323929	9606.ENSP00000362108	0	0	0	0	0.065	0	0	0.370	0.386
A2M	F5	9606.ENSP00000323929	9606.ENSP00000356771	0	0	0	0	0.096	0	0	0.355	0.393
A2M	C4BPA	9606.ENSP00000323929	9606.ENSP00000356037	0	0	0	0	0.066	0	0	0.404	0.419
A2M	PIGR	9606.ENSP00000323929	9606.ENSP00000348888	0	0	0	0	0.095	0	0	0.438	0.469
A2M	APOA4	9606.ENSP00000323929	9606.ENSP00000350425	0	0	0	0	0.123	0	0	0.511	0.553
A2M	C1R	9606.ENSP00000323929	9606.ENSP00000438615	0	0	0	0	0.142	0.134	0	0.477	0.577
A2M	AHSG	9606.ENSP00000323929	9606.ENSP00000393887	0	0	0	0	0.179	0.065	0	0.609	0.674
A2M	GIG25	9606.ENSP00000323929	9606.ENSP00000376793	0	0	0	0	0.066	0	0	0.784	0.790
A2M	SERPINA1	9606.ENSP00000323929	9606.ENSP00000416066	0	0	0	0	0.121	0	0	0.877	0.888
A2M	SERPINC1	9606.ENSP00000323929	9606.ENSP00000356671	0	0	0	0	0.166	0	0	0.880	0.895
AADAC	CTSH	9606.ENSP00000232892	9606.ENSP00000220166	0	0	0	0	0.062	0	0	0.175	0.193
AADAC	PLG	9606.ENSP00000232892	9606.ENSP00000308938	0	0	0	0	0.144	0	0	0.048	0.150
